Test Case ID,Modul,Komponen / Kondisi Uji,Langkah-Langkah,Hasil yang Diharapkan,Jenis,Level,Stack,File Sumber,Job CI,Status
TC-PT2-080,Profil Talenta,TestLevenshteinDistance,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestLevenshteinDistance::test_completely_different""",Completely different,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-081,Profil Talenta,TestLevenshteinDistance,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestLevenshteinDistance::test_empty_strings""",Empty strings,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-082,Profil Talenta,TestLevenshteinDistance,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestLevenshteinDistance::test_identical_strings""",Identical strings,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-083,Profil Talenta,TestLevenshteinDistance,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestLevenshteinDistance::test_one_empty""",One empty,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-084,Profil Talenta,TestLevenshteinDistance,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestLevenshteinDistance::test_single_deletion""",Single deletion,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-085,Profil Talenta,TestLevenshteinDistance,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestLevenshteinDistance::test_single_insertion""",Single insertion,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-086,Profil Talenta,TestLevenshteinDistance,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestLevenshteinDistance::test_single_substitution""",Single substitution,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-087,Profil Talenta,TestLevenshteinDistance,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestLevenshteinDistance::test_symmetric""",Symmetric,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-088,Profil Talenta,TestParseCvText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvText::test_comprehensive_cv""",Comprehensive cv,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-089,Profil Talenta,TestParseCvText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvText::test_empty_text""",Empty text,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-090,Profil Talenta,TestParseCvText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvText::test_extracts_education""",Extracts education,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-091,Profil Talenta,TestParseCvText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvText::test_extracts_email""",Extracts email,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-092,Profil Talenta,TestParseCvText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvText::test_extracts_experience_present""",Extracts experience present,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-093,Profil Talenta,TestParseCvText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvText::test_extracts_experience_with_date_range""",Extracts experience with date range,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-094,Profil Talenta,TestParseCvText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvText::test_extracts_name""",Extracts name,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-095,Profil Talenta,TestParseCvText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvText::test_extracts_portfolio_urls""",Extracts portfolio urls,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-096,Profil Talenta,TestParseCvText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvText::test_extracts_skills""",Extracts skills,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-097,Profil Talenta,TestParseCvText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvText::test_returns_parsed_cv""",Returns parsed cv,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-098,Profil Talenta,TestSkillTaxonomy,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestSkillTaxonomy::test_all_alias_targets_exist_in_db""",All alias targets exist in db,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-099,Profil Talenta,TestSkillTaxonomy,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestSkillTaxonomy::test_no_duplicate_skills""",No duplicate skills,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-100,Profil Talenta,TestSkillTaxonomy,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestSkillTaxonomy::test_skill_aliases_not_empty""",Skill aliases not empty,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-101,Profil Talenta,TestSkillTaxonomy,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestSkillTaxonomy::test_skill_db_not_empty""",Skill db not empty,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-102,Profil Talenta,TestParseCvEndpointRefusesSsrf,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvEndpointRefusesSsrf::test_metadata_url_is_rejected_at_the_endpoint""",Metadata url is rejected at the endpoint,TDD,Unit,Python,apps/ai-service/tests/test_cv_ssrf.py,test-python,Pass
TC-PT2-103,Profil Talenta,TestResolveCvSourceUrl,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestResolveCvSourceUrl::test_absolute_url_on_our_storage_is_allowed""",Absolute url on our storage is allowed,TDD,Unit,Python,apps/ai-service/tests/test_cv_ssrf.py,test-python,Pass
TC-PT2-104,Profil Talenta,TestResolveCvSourceUrl,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestResolveCvSourceUrl::test_empty_is_refused""",Empty is refused,TDD,Unit,Python,apps/ai-service/tests/test_cv_ssrf.py,test-python,Pass
TC-PT2-105,Profil Talenta,TestResolveCvSourceUrl,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestResolveCvSourceUrl::test_foreign_absolute_urls_are_refused[http://169.254.169.254/latest/meta-data/iam/security-credentials/]""",Foreign absolute urls are refused,TDD,Unit,Python,apps/ai-service/tests/test_cv_ssrf.py,test-python,Pass
TC-PT2-106,Profil Talenta,TestResolveCvSourceUrl,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestResolveCvSourceUrl::test_internal_s3_endpoint_is_allowed""",Internal s3 endpoint is allowed,TDD,Unit,Python,apps/ai-service/tests/test_cv_ssrf.py,test-python,Pass
TC-PT2-107,Profil Talenta,TestResolveCvSourceUrl,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestResolveCvSourceUrl::test_leading_slash_is_tolerated""",Leading slash is tolerated,TDD,Unit,Python,apps/ai-service/tests/test_cv_ssrf.py,test-python,Pass
TC-PT2-108,Profil Talenta,TestResolveCvSourceUrl,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestResolveCvSourceUrl::test_object_key_resolves_to_bucket""",Object key resolves to bucket,TDD,Unit,Python,apps/ai-service/tests/test_cv_ssrf.py,test-python,Pass
TC-PT2-109,Profil Talenta,TestResolveCvSourceUrl,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestResolveCvSourceUrl::test_path_traversal_is_refused""",Path traversal is refused,TDD,Unit,Python,apps/ai-service/tests/test_cv_ssrf.py,test-python,Pass
TC-PT2-110,Profil Talenta,TestEveryWriteRouteIsGuarded,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEveryWriteRouteIsGuarded::test_no_write_route_is_missing_the_dependency""",No write route is missing the dependency,TDD,Unit,Python,apps/ai-service/tests/test_parse_cv_auth.py,test-python,Pass
TC-PT2-111,Profil Talenta,TestEveryWriteRouteIsGuarded,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEveryWriteRouteIsGuarded::test_the_router_has_routes_to_check""",The router has routes to check,TDD,Unit,Python,apps/ai-service/tests/test_parse_cv_auth.py,test-python,Pass
TC-PT2-112,Profil Talenta,TestParseCvRequiresServiceAuth,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvRequiresServiceAuth::test_accepts_the_right_secret""",Accepts the right secret,TDD,Unit,Python,apps/ai-service/tests/test_parse_cv_auth.py,test-python,Pass
TC-PT2-113,Profil Talenta,TestParseCvRequiresServiceAuth,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvRequiresServiceAuth::test_rejects_a_request_with_no_header""",Rejects a request with no header,TDD,Unit,Python,apps/ai-service/tests/test_parse_cv_auth.py,test-python,Pass
TC-PT2-114,Profil Talenta,TestParseCvRequiresServiceAuth,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseCvRequiresServiceAuth::test_rejects_a_wrong_secret""",Rejects a wrong secret,TDD,Unit,Python,apps/ai-service/tests/test_parse_cv_auth.py,test-python,Pass
TC-PT2-115,Profil Talenta,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_cv_parse_request_requires_fields""",Cv parse request requires fields,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-PT2-116,Profil Talenta,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_cv_parse_request_valid""",Cv parse request valid,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-PT2-117,Profil Talenta,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_cv_parse_response""",Cv parse response,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-PT2-118,Profil Talenta,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_cv_parsed_data_defaults""",Cv parsed data defaults,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-PT2-119,Profil Talenta,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_cv_parsed_data_with_skills""",Cv parsed data with skills,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-PT2-120,Profil Talenta,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_talent_score""",Talent score,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-PT2-121,Profil Talenta,Test service auth.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_parse_cv_requires_service_auth""",Parse cv requires service auth,TDD,Unit,Python,apps/ai-service/tests/test_service_auth.py,test-python,Pass
TC-PT2-122,Profil Talenta,Threshold,"1. bun run test  2. File: apps/project-service/src/lib/cv-verification.test.ts  3. Kasus: ""Sits between an empty parse and a usable one""",Sits between an empty parse and a usable one,TDD,Unit,TypeScript,apps/project-service/src/lib/cv-verification.test.ts,test-unit,Pass
TC-PT2-123,Profil Talenta,VerificationFromParse,"1. bun run test  2. File: apps/project-service/src/lib/cv-verification.test.ts  3. Kasus: ""Accepts a strong regex fallback""",Accepts a strong regex fallback,TDD,Unit,TypeScript,apps/project-service/src/lib/cv-verification.test.ts,test-unit,Pass
TC-PT2-124,Profil Talenta,VerificationFromParse,"1. bun run test  2. File: apps/project-service/src/lib/cv-verification.test.ts  3. Kasus: ""Leaves a weak parse unverified""",Leaves a weak parse unverified,TDD,Unit,TypeScript,apps/project-service/src/lib/cv-verification.test.ts,test-unit,Pass
TC-PT2-125,Profil Talenta,VerificationFromParse,"1. bun run test  2. File: apps/project-service/src/lib/cv-verification.test.ts  3. Kasus: ""Leaves an empty parse unverified""",Leaves an empty parse unverified,TDD,Unit,TypeScript,apps/project-service/src/lib/cv-verification.test.ts,test-unit,Pass
TC-PT2-126,Profil Talenta,VerificationFromParse,"1. bun run test  2. File: apps/project-service/src/lib/cv-verification.test.ts  3. Kasus: ""Never verifies on an out-of-range score""",Never verifies on an out-of-range score,TDD,Unit,TypeScript,apps/project-service/src/lib/cv-verification.test.ts,test-unit,Pass
TC-PT2-127,Profil Talenta,VerificationFromParse,"1. bun run test  2. File: apps/project-service/src/lib/cv-verification.test.ts  3. Kasus: ""Treats a missing score as unverified""",Treats a missing score as unverified,TDD,Unit,TypeScript,apps/project-service/src/lib/cv-verification.test.ts,test-unit,Pass
TC-PT2-128,Profil Talenta,VerificationFromParse,"1. bun run test  2. File: apps/project-service/src/lib/cv-verification.test.ts  3. Kasus: ""Verifies a confident parse""",Verifies a confident parse,TDD,Unit,TypeScript,apps/project-service/src/lib/cv-verification.test.ts,test-unit,Pass
TC-PT2-129,Profil Talenta,VerificationFromParse,"1. bun run test  2. File: apps/project-service/src/lib/cv-verification.test.ts  3. Kasus: ""Verifies at the threshold""",Verifies at the threshold,TDD,Unit,TypeScript,apps/project-service/src/lib/cv-verification.test.ts,test-unit,Pass
TC-PT2-130,Profil Talenta,AssertProjectAccess,"1. bun run test  2. File: apps/project-service/src/lib/project-access.test.ts  3. Kasus: ""Allows a talent assigned to the project""",Allows a talent assigned to the project,TDD,Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,test-unit,Pass
TC-PT2-131,Profil Talenta,AssertProjectAccess,"1. bun run test  2. File: apps/project-service/src/lib/project-access.test.ts  3. Kasus: ""Refuses a signed-in user who is neither owner nor talent""",Refuses a signed-in user who is neither owner nor talent,TDD,Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,test-unit,Pass
TC-PT2-132,Profil Talenta,AssertProjectAccess,"1. bun run test  2. File: apps/project-service/src/lib/project-access.test.ts  3. Kasus: ""Refuses a talent who is not assigned to this project""",Refuses a talent who is not assigned to this project,TDD,Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,test-unit,Pass
TC-PT2-133,Profil Talenta,AssertProjectOwner,"1. bun run test  2. File: apps/project-service/src/lib/project-access.test.ts  3. Kasus: ""Refuses an assigned talent""",Refuses an assigned talent,TDD,Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,test-unit,Pass
TC-PT2-134,Profil Talenta,ValidateTeamAssignments,"1. bun run test  2. File: apps/project-service/src/lib/team-assignment.test.ts  3. Kasus: ""Accepts one talent per open package""",Accepts one talent per open package,TDD,Unit,TypeScript,apps/project-service/src/lib/team-assignment.test.ts,test-unit,Pass
TC-PT2-135,Profil Talenta,ValidateTeamAssignments,"1. bun run test  2. File: apps/project-service/src/lib/team-assignment.test.ts  3. Kasus: ""Rejects a talent already assigned elsewhere on the project""",Rejects a talent already assigned elsewhere on the project,TDD,Unit,TypeScript,apps/project-service/src/lib/team-assignment.test.ts,test-unit,Pass
TC-PT2-136,Profil Talenta,ValidateTeamAssignments,"1. bun run test  2. File: apps/project-service/src/lib/team-assignment.test.ts  3. Kasus: ""Rejects one talent taking two positions in the batch""",Rejects one talent taking two positions in the batch,TDD,Unit,TypeScript,apps/project-service/src/lib/team-assignment.test.ts,test-unit,Pass
TC-PT2-137,Profil Talenta,GateProjectBrd,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Gives an assigned talent the full BRD""",Gives an assigned talent the full BRD,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-PT2-138,Profil Talenta,GateProjectPrd,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Gives an assigned talent the PRD""",Gives an assigned talent the PRD,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-PT2-139,Profil Talenta,The strict tier,"1. bun run test  2. File: apps/project-service/src/middleware/rate-limit-key.test.ts  3. Kasus: ""Leaves owner-talent chat on the general tier""",Leaves owner-talent chat on the general tier,TDD,Unit,TypeScript,apps/project-service/src/middleware/rate-limit-key.test.ts,test-unit,Pass
TC-PT2-140,Profil Talenta,Saving a talent profile,"1. bun run test  2. File: apps/project-service/src/repositories/talent-skills-atomicity.test.ts  3. Kasus: ""Inserts the skills in one statement""",Inserts the skills in one statement,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/talent-skills-atomicity.test.ts,test-unit,Pass
TC-PT2-141,Profil Talenta,Saving a talent profile,"1. bun run test  2. File: apps/project-service/src/repositories/talent-skills-atomicity.test.ts  3. Kasus: ""Leaves the skills alone when none were supplied""",Leaves the skills alone when none were supplied,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/talent-skills-atomicity.test.ts,test-unit,Pass
TC-PT2-142,Profil Talenta,Saving a talent profile,"1. bun run test  2. File: apps/project-service/src/repositories/talent-skills-atomicity.test.ts  3. Kasus: ""Never resets verification on an edit""",Never resets verification on an edit,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/talent-skills-atomicity.test.ts,test-unit,Pass
TC-PT2-143,Profil Talenta,Saving a talent profile,"1. bun run test  2. File: apps/project-service/src/repositories/talent-skills-atomicity.test.ts  3. Kasus: ""Resolves the taxonomy before opening the write""",Resolves the taxonomy before opening the write,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/talent-skills-atomicity.test.ts,test-unit,Pass
TC-PT2-144,Profil Talenta,Saving a talent profile,"1. bun run test  2. File: apps/project-service/src/repositories/talent-skills-atomicity.test.ts  3. Kasus: ""Writes the profile and its skills together""",Writes the profile and its skills together,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/talent-skills-atomicity.test.ts,test-unit,Pass
TC-PT2-145,Profil Talenta,GET /talent-profiles/:id/active-projects,"1. bun run test  2. File: apps/project-service/src/routes/active-projects-access.test.ts  3. Kasus: ""Serves the talent their own work, and nobody else theirs""","Serves the talent their own work, and nobody else theirs",ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/active-projects-access.test.ts,test-unit,Pass
TC-PT2-146,Profil Talenta,POST /projects/:projectId/applications,"1. bun run test  2. File: apps/project-service/src/routes/applications-integrity.test.ts  3. Kasus: ""Lets a talent apply again after withdrawing or being rejected""",Lets a talent apply again after withdrawing or being rejected,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/applications-integrity.test.ts,test-unit,Pass
TC-PT2-147,Profil Talenta,Prd read access,"1. bun run test  2. File: apps/project-service/src/routes/read-authorization.test.ts  3. Kasus: ""Lets an assigned talent read the PRD""",Lets an assigned talent read the PRD,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/read-authorization.test.ts,test-unit,Pass
TC-PT2-148,Profil Talenta,Columns another signed-in user may read,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Does not leave the rate expectation on show""",Does not leave the rate expectation on show,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-149,Profil Talenta,Columns another signed-in user may read,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Still shows bio, which is what a client judges on""","Still shows bio, which is what a client judges on",ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-150,Profil Talenta,Columns another signed-in user may read,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Still shows domainExpertise, which is what a client judges on""","Still shows domainExpertise, which is what a client judges on",ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-151,Profil Talenta,Columns another signed-in user may read,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Still shows educationUniversity, which is what a client judges on""","Still shows educationUniversity, which is what a client judges on",ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-152,Profil Talenta,Columns another signed-in user may read,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Still shows yearsOfExperience, which is what a client judges on""","Still shows yearsOfExperience, which is what a client judges on",ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-153,Profil Talenta,Columns another signed-in user may read,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Withholds averageRating""",Withholds averageRating,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-154,Profil Talenta,Columns another signed-in user may read,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Withholds cvFileUrl""",Withholds cvFileUrl,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-155,Profil Talenta,Columns another signed-in user may read,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Withholds cvParsedData""",Withholds cvParsedData,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-156,Profil Talenta,Columns another signed-in user may read,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Withholds the contact links until there is a deal""",Withholds the contact links until there is a deal,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-157,Profil Talenta,Columns another signed-in user may read,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Withholds tier""",Withholds tier,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-158,Profil Talenta,GET /user/:userId,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Gates the full row on the caller being that user""",Gates the full row on the caller being that user,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-159,Profil Talenta,GET /user/:userId,"1. bun run test  2. File: apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Kasus: ""Projects for anyone who is not the profile owner""",Projects for anyone who is not the profile owner,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-160,Profil Talenta,GET /talents/ratings,"1. bun run test  2. File: apps/project-service/src/routes/talent-ratings-self.test.ts  3. Kasus: ""Derives the talent from the session, not a query param""","Derives the talent from the session, not a query param",ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-ratings-self.test.ts,test-unit,Pass
TC-PT2-161,Profil Talenta,GET /talents/ratings,"1. bun run test  2. File: apps/project-service/src/routes/talent-ratings-self.test.ts  3. Kasus: ""Does not read userId from the query""",Does not read userId from the query,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-ratings-self.test.ts,test-unit,Pass
TC-PT2-162,Profil Talenta,GET /talents/ratings,"1. bun run test  2. File: apps/project-service/src/routes/talents-route-order.test.ts  3. Kasus: ""Is not shadowed by /talents/:id""",Is not shadowed by /talents/:id,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talents-route-order.test.ts,test-unit,Pass
TC-PT2-163,Profil Talenta,GET /talents/ratings,"1. bun run test  2. File: apps/project-service/src/routes/talents-route-order.test.ts  3. Kasus: ""Is registered before the parameter route""",Is registered before the parameter route,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talents-route-order.test.ts,test-unit,Pass
TC-PT2-164,Profil Talenta,A CV storage no longer holds,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Creates no profile for a CV that was never stored""",Creates no profile for a CV that was never stored,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-165,Profil Talenta,A CV storage no longer holds,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Forgets the dead key so the re-parse button stops offering a retry""",Forgets the dead key so the re-parse button stops offering a retry,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-166,Profil Talenta,A CV storage no longer holds,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Leaves an existing parse alone while clearing the key""",Leaves an existing parse alone while clearing the key,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-167,Profil Talenta,A CV storage no longer holds,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Reports a missing CV rather than an unavailable service""",Reports a missing CV rather than an unavailable service,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-168,Profil Talenta,POST /parse-cv,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Names the session user, not a caller-supplied id""","Names the session user, not a caller-supplied id",ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-169,Profil Talenta,POST /parse-cv,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Parses a key the caller was given""",Parses a key the caller was given,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-170,Profil Talenta,POST /parse-cv,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Rejects a key minted for a different user""",Rejects a key minted for a different user,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-171,Profil Talenta,POST /parse-cv,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Rejects a request with no token""",Rejects a request with no token,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-172,Profil Talenta,POST /parse-cv,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Rejects a token from a different key""",Rejects a token from a different key,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-173,Profil Talenta,POST /parse-cv,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Reports upstream failure instead of an empty parse""",Reports upstream failure instead of an empty parse,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-174,Profil Talenta,POST /parse-cv,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Sends a presigned URL, not a bare key""","Sends a presigned URL, not a bare key",ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-175,Profil Talenta,POST /parse-cv,"1. bun run test  2. File: apps/project-service/src/routes/upload-parse-cv.test.ts  3. Kasus: ""Sends the inter-service secret downstream""",Sends the inter-service secret downstream,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
