Test Case ID,Modul,Fitur / Skenario,Langkah-Langkah,Hasil yang Diharapkan,Jumlah Verifikasi,Jenis,Level,Stack,File Sumber,Job CI,Status
TC-MP2-011,Milestone & Penyelesaian,Milestone role actions,"1. Jalankan `bun run test`  2. Buka apps/web/src/routes/milestone-role-actions.test.ts  3. Eksekusi blok ""Milestone role actions"" (3 verifikasi)","1) Gives approve, reject and request-revision to the owner only; 2) Gives start, submit and resume to the assigned talent only; 3) Reads the viewer role",3,ATDD,Kontrak API,TypeScript,apps/web/src/routes/milestone-role-actions.test.ts,test-unit,Pass
TC-NR-001,Notifikasi & Realtime,Notification service — TestHealth.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/notification-service  3. Eksekusi blok ""TestHealth.go (+11 blok lain)"" (12 verifikasi)",1) Health; 2) Is Valid Type; 3) List Notifications — No Type Filter; 4) List Notifications — Pagination Clamping; 5) List Notifications — Requires Auth; 6) List Notifications — Store Error; 7) List Notifications — Success; 8) List Notifications — Threads Type Filter; 9) Load — Custom NatsURL; 10) Load — Custom Port; 11) Load — Default Auth ServiceURL; 12) Load — DefaultCORS Origin,12,TDD,Unit Layanan,Go,apps/notification-service,test-go,Pass
TC-NR-002,Notifikasi & Realtime,Notification service — TestLoad DefaultNatsURL.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/notification-service  3. Eksekusi blok ""TestLoad DefaultNatsURL.go (+11 blok lain)"" (12 verifikasi)",1) Load — Default NatsURL; 2) Load — Default Port; 3) Load — Full Config; 4) Load — Invalid Port; 5) Load — Optional Fields; 6) Load — Requires DatabaseURL; 7) Mark All Read — Requires Auth; 8) Mark All Read — Store Error; 9) Mark All Read — Success; 10) Mark Read — Find Error; 11) Mark Read — Not Found; 12) Mark Read — Requires Auth,12,TDD,Unit Layanan,Go,apps/notification-service,test-go,Pass
TC-NR-003,Notifikasi & Realtime,Notification service — TestMarkRead Success.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/notification-service  3. Eksekusi blok ""TestMarkRead Success.go (+11 blok lain)"" (12 verifikasi)",1) Mark Read — Success; 2) Mark Read — Update Error; 3) Mock Store — Default Returns; 4) New — Handler; 5) No Op; 6) Notification Type — Constants; 7) Parse Type Filter; 8) Redis Store — DefaultTTL; 9) Redis Store — Rejects EmptyID; 10) Redis Store — Seen And Mark; 11) Redis Store — TTL Expires; 12) Response Helpers,12,TDD,Unit Layanan,Go,apps/notification-service,test-go,Pass
TC-NR-004,Notifikasi & Realtime,Notification service — TestSessionAuth CookieAuthDown.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/notification-service  3. Eksekusi blok ""TestSessionAuth CookieAuthDown.go (+11 blok lain)"" (12 verifikasi)",1) Session Auth — Cookie Auth Down; 2) Session Auth — Cookie Auth Rejects; 3) Session Auth — Cookie InvalidJSON; 4) Session Auth — Cookie Null User; 5) Session Auth — Cookie Valid Session; 6) Session Auth — Empty Secret; 7) Session Auth — Invalid Service Auth; 8) Session Auth — No Cookie; 9) Session Auth — Service Auth Does Not Trust UserID Header; 10) Unhandled List Has No Stale Entries; 11) Unread Count — Requires Auth; 12) Unread Count — Store Error,12,TDD,Unit Layanan,Go,apps/notification-service,test-go,Pass
TC-NR-005,Notifikasi & Realtime,Notification service — TestUnreadCount Success.go,"1. Jalankan `make test-go`  2. Buka apps/notification-service  3. Eksekusi blok ""TestUnreadCount Success.go"" (1 verifikasi)",1) Unread Count — Success,1,TDD,Unit Layanan,Go,apps/notification-service,test-go,Pass
TC-NR-006,Notifikasi & Realtime,TestFeatures.go,"1. make test-go  2. Service: apps/notification-service  3. Kasus: ""TestFeatures""",Features,1,BDD,Skenario (BDD),Go,apps/notification-service,test-go,Pass
TC-NR-007,Notifikasi & Realtime,Create notification for user,"1. Given a user with ID ""user-1""  2. When a project_match notification is created  3. And it should be marked as unread",the notification should be stored,1,BDD,Skenario (BDD),Go,apps/notification-service/features/notification.feature,test-go,Pass
TC-NR-008,Notifikasi & Realtime,Create notification validates required fields,1. Given the notification service is running  2. When a notification is created without userId,it should return a validation error,1,BDD,Skenario (BDD),Go,apps/notification-service/features/notification.feature,test-go,Pass
TC-NR-009,Notifikasi & Realtime,List notifications with pagination,"1. Given 25 notifications for user ""user-1""  2. When requesting page 1 with pageSize 10  3. And total should be 25",10 notifications should be returned,1,BDD,Skenario (BDD),Go,apps/notification-service/features/notification.feature,test-go,Pass
TC-NR-010,Notifikasi & Realtime,Mark notification as read,"1. Given an unread notification for user ""user-1""  2. When the user marks it as read",it should be marked as read,1,BDD,Skenario (BDD),Go,apps/notification-service/features/notification.feature,test-go,Pass
TC-NR-011,Notifikasi & Realtime,Unread count returns correct number,"1. Given 5 unread notifications for user ""user-2""  2. When requesting unread count",unread count should be 5,1,BDD,Skenario (BDD),Go,apps/notification-service/features/notification.feature,test-go,Pass
TC-NR-012,Notifikasi & Realtime,Realtime access — The token names the caller,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/realtime-access.test.ts  3. Eksekusi blok ""The token names the caller"" (1 verifikasi)","1) Signs the session user, not anything from the query",1,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/realtime-access.test.ts,test-unit,Pass
TC-NR-013,Notifikasi & Realtime,Centrifugo,"1. Jalankan `bun run test`  2. Buka apps/web/src/lib/centrifugo.test.ts  3. Eksekusi blok ""Centrifugo"" (5 verifikasi)","1) Does not tear down the client on transport errors; 2) Lets the library reconnect with bounded backoff; 3) Opens the connection for every subscriber, not just notifications; 4) Still signs each private channel subscription separately; 5) Stops retrying only when the session is genuinely gone",5,TDD,Unit,TypeScript,apps/web/src/lib/centrifugo.test.ts,test-unit,Pass
TC-OV-001,Otorisasi & Visibilitas,Project access,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/project-access.test.ts  3. Eksekusi blok ""Project access"" (9 verifikasi)",1) Allows the project owner; 2) Does not query further once ownership matches; 3) Reports a missing project as NOT_FOUND; 4) Allows the owner; 5) Refuses any other signed-in user; 6) Allows a talent assigned to the project; 7) Refuses a signed-in user who is neither owner nor talent; 8) Refuses a talent who is not assigned to this project; 9) Refuses an assigned talent,9,TDD,Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,test-unit,Pass
TC-OV-002,Otorisasi & Visibilitas,Visibility participant,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/visibility-participant.test.ts  3. Eksekusi blok ""Visibility participant"" (7 verifikasi)","1) Can read the project; 2) Does not turn an anonymous caller into a participant; 3) Is still refused when not assigned; 4) Reads the full brief, not a truncated summary; 5) Still cannot see the money columns; 6) Still sees everything on a private project; 7) Admits a private project the viewer is assigned to",7,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-participant.test.ts,test-unit,Pass
TC-OV-003,Otorisasi & Visibilitas,Active projects access,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/active-projects-access.test.ts  3. Eksekusi blok ""Active projects access"" (4 verifikasi)","1) Reads the session; 2) All read the session; 3) Lets an admin through; 4) Serves the talent their own work, and nobody else theirs",4,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/active-projects-access.test.ts,test-unit,Pass
TC-OV-004,Otorisasi & Visibilitas,Owner check adoption — Projects routes,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/owner-check-adoption.test.ts  3. Eksekusi blok ""Projects routes"" (3 verifikasi)",1) Asks the helper rather than re-deriving ownership; 2) Has no ownership-only select left to drift; 3) Keeps telling the owner which action was refused,3,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/owner-check-adoption.test.ts,test-unit,Pass
TC-OV-005,Otorisasi & Visibilitas,Status logs access,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/status-logs-access.test.ts  3. Eksekusi blok ""Status logs access"" (3 verifikasi)","1) Checks before it reads; 2) Checks project access, not just a session; 3) Is present",3,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/status-logs-access.test.ts,test-unit,Pass
TC-PA-001,Panel Admin,Admin service — TestAdminAuth CookieNullUser.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/admin-service  3. Eksekusi blok ""TestAdminAuth CookieNullUser.go (+11 blok lain)"" (12 verifikasi)",1) Admin Auth — Cookie Null User; 2) Admin Auth — Cookie Valid Admin; 3) Admin Auth — Empty Secret; 4) Admin Auth — Invalid Service Auth; 5) Admin Auth — No Cookie; 6) Admin Auth — Valid Service Auth; 7) Get Audit Logs — Pagination Clamping; 8) Get Audit Logs — Store Error; 9) Get Audit Logs — Success; 10) GetDLQ Event — Not Found; 11) GetDLQ Event — Store Error; 12) GetDLQ Event — Success,12,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-002,Panel Admin,Admin service — TestGetDashboard InvalidDateFormat.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/admin-service  3. Eksekusi blok ""TestGetDashboard InvalidDateFormat.go (+11 blok lain)"" (12 verifikasi)",1) Get Dashboard — Invalid Date Format; 2) Get Dashboard — Store Errors; 3) Get Dashboard — Success; 4) Get Dashboard — With Date Range; 5) Get Project — Not Found; 6) Get Project — Store Error; 7) Get Project — Success; 8) Get Settings — Store Error; 9) Get Settings — Success; 10) Get Status Counts — Store Error; 11) Get Status Counts — Success; 12) Get Summary — Store Error,12,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-003,Panel Admin,Admin service — TestGetSummary Success.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/admin-service  3. Eksekusi blok ""TestGetSummary Success.go (+11 blok lain)"" (12 verifikasi)",1) Get Summary — Success; 2) Get User — Not Found; 3) Get User — Store Error; 4) Get User — Success; 5) Internal Error; 6) Itoa; 7) ListDLQ — Invalid Reprocessed; 8) ListDLQ — Pagination Clamping; 9) ListDLQ — Reprocessed False; 10) ListDLQ — Store Error; 11) ListDLQ — Success; 12) ListDLQ — With Filters,12,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-004,Panel Admin,Admin service — TestListProjects PaginationClamping.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/admin-service  3. Eksekusi blok ""TestListProjects PaginationClamping.go (+11 blok lain)"" (12 verifikasi)",1) List Projects — Pagination Clamping; 2) List Projects — Store Error; 3) List Projects — Success; 4) List Projects — With Filters; 5) List Users — Pagination Clamping; 6) List Users — Store Error; 7) List Users — Success; 8) List Users — With Filters; 9) Load — Custom AuthURL; 10) Load — CustomCORS Origin; 11) Load — Custom Port; 12) Load — Default AuthURL,12,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-005,Panel Admin,Admin service — TestLoad DefaultCORSOrigin.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/admin-service  3. Eksekusi blok ""TestLoad DefaultCORSOrigin.go (+11 blok lain)"" (12 verifikasi)",1) Load — DefaultCORS Origin; 2) Load — Default Port; 3) Load — Full Config; 4) Load — Invalid Port; 5) Load — Requires DatabaseURL; 6) Load — Service Auth Secret; 7) Mock Dashboard Store — Default Returns; 8) Mock User Store — Default Returns; 9) ReprocessDLQ Event — Already Reprocessed; 10) ReprocessDLQ Event — Get Error; 11) ReprocessDLQ Event — Ignores Body AdminID; 12) ReprocessDLQ Event — Mark Error,12,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-006,Panel Admin,Admin service — TestReprocessDLQEvent NotFound.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/admin-service  3. Eksekusi blok ""TestReprocessDLQEvent NotFound.go (+11 blok lain)"" (12 verifikasi)",1) ReprocessDLQ Event — Not Found; 2) ReprocessDLQ Event — Success; 3) ReprocessDLQ Event — Validation; 4) Suspend User — Get User Error; 5) Suspend User — Not Found; 6) Suspend User — Records The Session Admin Not The Body; 7) Suspend User — Refuses WithoutA Session Admin; 8) Suspend User — Success; 9) Suspend User — Suspend Error; 10) Suspend User — Validation; 11) Unsuspend User — Get User Error; 12) Unsuspend User — Not Found,12,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-007,Panel Admin,Admin service — TestUnsuspendUser RecordsTheSessionAdminNotTheBody.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/admin-service  3. Eksekusi blok ""TestUnsuspendUser RecordsTheSessionAdminNotTheBody.go (+11 blok lain)"" (12 verifikasi)",1) Unsuspend User — Records The Session Admin Not The Body; 2) Unsuspend User — Store Error; 3) Unsuspend User — Success; 4) Unsuspend User — Validation; 5) Update Setting — Store Error; 6) Update Setting — Success; 7) Update Setting — Validation; 8) Get Escrow — Success; 9) List Transactions — Pagination Clamping; 10) List Transactions — Store Error; 11) List Transactions — Success; 12) List Transactions — With Filters,12,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-008,Panel Admin,TestFeatures.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestFeatures""",Features,1,BDD,Skenario (BDD),Go,apps/admin-service,test-go,Pass
TC-PA-009,Panel Admin,List users returns paginated results,1. Given an authenticated admin with users  2. When they request the users list,users should be returned with pagination,1,BDD,Skenario (BDD),Go,apps/admin-service/features/admin.feature,test-go,Pass
TC-PA-010,Panel Admin,Suspend a user,"1. Given an admin user  2. When they suspend user ""user-1"" with reason ""Inactive""",the user should be suspended,1,BDD,Skenario (BDD),Go,apps/admin-service/features/admin.feature,test-go,Pass
TC-PA-011,Panel Admin,Unsuspend a user,"1. Given an admin user with a suspended user ""user-2""  2. When they unsuspend user ""user-2""",the user should be unsuspended,1,BDD,Skenario (BDD),Go,apps/admin-service/features/admin.feature,test-go,Pass
TC-PA-012,Panel Admin,View dashboard stats,1. Given an authenticated admin  2. When they request dashboard data  3. And revenue stats should be returned,project stats should be returned,1,BDD,Skenario (BDD),Go,apps/admin-service/features/admin.feature,test-go,Pass
TC-PA-013,Panel Admin,Dashboard series — FormatUsd / ToDayLabel,"1. Jalankan `bun run test`  2. Buka apps/admin/src/lib/dashboard-series.test.ts  3. Eksekusi blok ""FormatUsd / ToDayLabel"" (10 verifikasi)",1) Formats -1 as $0; 2) Formats 0 as $0; 3) Formats 0.0008 as $0.0008; 4) Formats 0.0421 as $0.042; 5) Formats 0.42 as $0.420; 6) Formats 1.5 as $1.50; 7) Formats 1234.567 as $1234.57; 8) Never renders a real cost as zero; 9) Keeps the raw string when the date is unparseable; 10) Shortens an ISO date to day/month,10,TDD,Unit,TypeScript,apps/admin/src/lib/dashboard-series.test.ts,test-unit,Pass
TC-PE-001,Pembayaran & Escrow,Payment service — TestAppError Error.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestAppError Error.go (+11 blok lain)"" (12 verifikasi)",1) App Error — Error; 2) App Error — Status Codes; 3) Build Envelope — Contract; 4) Build Envelope — Omits Empty Correlation; 5) Create Snap Token — All Fields Missing; 6) Create Snap Token — Denied For Non Owner; 7) Create Snap Token — Empty Token; 8) Create Snap Token — Gateway Error; 9) Create Snap Token — InvalidJSON; 10) Create Snap Token — Invalid ResponseJSON; 11) Create Snap Token — Service Error; 12) Create Snap Token — Success,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-002,Pembayaran & Escrow,Payment service — TestCreateSnapToken SuccessHandler.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestCreateSnapToken SuccessHandler.go (+11 blok lain)"" (12 verifikasi)",1) Create Snap Token — Success Handler; 2) Create Snap Token — Valid Input NilHTTP Client; 3) Create Snap Token — Validation; 4) Create Snap Token — Validation Mock; 5) Create Snap Token — With Item Name; 6) Create Snap Token — Without Item Name; 7) Create Snap Token Input — Fields; 8) Event Type Constants; 9) Frontend Shares The Same Flag; 10) Get Escrow Balance; 11) Get Project Transactions — Denied For Stranger; 12) Get Project Transactions — Empty ProjectID,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-003,Pembayaran & Escrow,Payment service — TestGetProjectTransactions ServiceError.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestGetProjectTransactions ServiceError.go (+11 blok lain)"" (12 verifikasi)",1) Get Project Transactions — Service Error; 2) Get Project Transactions — Success; 3) Get Transaction ByID — Denied For Stranger; 4) Get Transaction ByID — EmptyID; 5) Get Transaction ByID — Events Error; 6) Get Transaction ByID — Ledger Entries Error; 7) Get Transaction ByID — Not Found; 8) Get Transaction ByID — Service Error; 9) Get Transaction ByID — Success; 10) Handle Service Error — App Error; 11) Handle Service Error — App Error Mock; 12) Handle Service Error — Generic Error,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-004,Pembayaran & Escrow,Payment service — TestHandleServiceError GenericErrorMock.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestHandleServiceError GenericErrorMock.go (+11 blok lain)"" (12 verifikasi)",1) Handle Service Error — Generic Error Mock; 2) Json Error — Format; 3) Json Error; 4) Ledger Constants; 5) Load — CustomCORS Origin; 6) Load — Custom Port; 7) Load — Default Auth ServiceURL; 8) Load — DefaultCORS Origin; 9) Load — Default Port; 10) Load — Default Project ServiceURL; 11) Load — Full Config; 12) Load — MidtransAPIURL Follows Sandbox Flag,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-005,Pembayaran & Escrow,Payment service — TestLoad ProductionURL.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestLoad ProductionURL.go (+11 blok lain)"" (12 verifikasi)",1) Load — ProductionURL; 2) Load — Requires DatabaseURL; 3) Load — Requires Midtrans Server Key; 4) Load — SandboxURL; 5) Map Midtrans Status — All Statuses; 6) Map Midtrans Status; 7) Midtrans Status — Settled; 8) Midtrans Status Client — Fetch Sends Server Key As Basic Username; 9) Midtrans Status Client — Fetch Unknown Order; 10) Midtrans Webhook — Begin Tx Error; 11) Midtrans Webhook — Commit Error; 12) Midtrans Webhook — Create Event Tx Error,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-006,Pembayaran & Escrow,Payment service — TestMidtransWebhook EscrowReleaseCompleted.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestMidtransWebhook EscrowReleaseCompleted.go (+11 blok lain)"" (12 verifikasi)",1) Midtrans Webhook — Escrow Release Completed; 2) Midtrans Webhook — Full Flow — Status Changed; 3) Midtrans Webhook — InvalidJSON; 4) Midtrans Webhook — Invalid Signature; 5) Midtrans Webhook — Lookup Error; 6) Midtrans Webhook — Missing Required Fields; 7) Midtrans Webhook — Reachable Without Session; 8) Midtrans Webhook — Refund Status; 9) Midtrans Webhook — Rejects Underpayment; 10) Midtrans Webhook — Status Unchanged; 11) Midtrans Webhook — Transaction Not Found; 12) Midtrans Webhook — Update Webhook Tx Error,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-007,Pembayaran & Escrow,Payment service — TestMidtransWebhook ValidSignatureNilStore.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestMidtransWebhook ValidSignatureNilStore.go (+11 blok lain)"" (12 verifikasi)",1) Midtrans Webhook — Valid Signature Nil Store; 2) Midtrans Webhook — Zero Gross Amount; 3) Mock Ledger Store — Default Returns; 4) Mock Transaction Store — Default Returns; 5) New App Error; 6) New Payment Handler; 7) New Payment Service — Empty Config; 8) New Payment Service; 9) New Webhook Handler; 10) No User Facing Escrow Creation; 11) Notify Project Service — Connection Error; 12) Notify Project Service — ESC Prefix,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-008,Pembayaran & Escrow,Payment service — TestNotifyProjectService PRDPrefix.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestNotifyProjectService PRDPrefix.go (+11 blok lain)"" (12 verifikasi)",1) Notify Project Service — PRD Prefix; 2) Notify Project Service — Server Error; 3) Notify Project Service — Success; 4) Payment Handler — Route Registration; 5) Payment Routes — Still Require Auth; 6) Process Refund — AllowsA Refund The Escrow Covers; 7) Process Refund — Already Refunded; 8) Process Refund — Amount Boundary Validation; 9) Process Refund — Amount Exceeds Original; 10) Process Refund — Find ByID Error; 11) Process Refund — Full Refund Success; 12) Process Refund — Idempotent,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-009,Pembayaran & Escrow,Payment service — TestProcessRefund InvalidJSON.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestProcessRefund InvalidJSON.go (+11 blok lain)"" (12 verifikasi)",1) Process Refund — InvalidJSON; 2) Process Refund — No Escrow Account; 3) Process Refund — Not Found; 4) Process Refund — Partial Refund Success; 5) Process Refund — Query Refunded Amount Error; 6) Process Refund — Refuses To Overdraw Escrow; 7) Process Refund — Refuses When No Escrow Account Exists; 8) Process Refund — Service Error; 9) Process Refund — Success Handler; 10) Process Refund — Total Refund Exceeds Original; 11) Process Refund — Validation; 12) Process Refund — Validation Mock,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-010,Pembayaran & Escrow,Payment service — TestProcessRefund ZeroAmount.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestProcessRefund ZeroAmount.go (+11 blok lain)"" (12 verifikasi)",1) Process Refund — Zero Amount; 2) Process Refund Input — All Fields; 3) Process Refund Input — Fields; 4) Prod Admin Service Reaches Nats; 5) Prod Ai Service Reaches Nats; 6) Prod Compose Does Not Set Variables Load Ignores; 7) Prod Compose Has No Default For Sandbox Flag; 8) Prod Compose Migrates Schema; 9) Prod Compose Sets Sandbox Flag; 10) Prod Migrate Gates Db Consumers; 11) Prod Notification Service Has Redis; 12) Prod Payment Service Reaches Nats,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-011,Pembayaran & Escrow,Payment service — TestProdProjectServicesReachPayment.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestProdProjectServicesReachPayment.go (+11 blok lain)"" (12 verifikasi)",1) Prod Project Services Reach Payment; 2) Release Escrow — Amount Boundary Validation; 3) Release Escrow — Begin Tx Error; 4) Release Escrow — Commit Error; 5) Release Escrow — Create Error; 6) Release Escrow — Create Event Tx Error; 7) Release Escrow — Escrow Account Not Found; 8) Release Escrow — Fee Split Ledger; 9) Release Escrow — Fee Validation; 10) Release Escrow — Find Account Error; 11) Release Escrow — Get Talent Account Error; 12) Release Escrow — Idempotent,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-012,Pembayaran & Escrow,Payment service — TestReleaseEscrow InsufficientBalance.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestReleaseEscrow InsufficientBalance.go (+11 blok lain)"" (12 verifikasi)",1) Release Escrow — Insufficient Balance; 2) Release Escrow — Invalid Body; 3) Release Escrow — InvalidJSON; 4) Release Escrow — Ledger Entries Error; 5) Release Escrow — Missing Fields; 6) Release Escrow — No Auth; 7) Release Escrow — Pending Row Is Resumed Not Reported Paid; 8) Release Escrow — Requires Service Auth; 9) Release Escrow — Service Error; 10) Release Escrow — Success; 11) Release Escrow — Update Status Tx Error; 12) Release Escrow — Validation,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-013,Pembayaran & Escrow,Payment service — TestReleaseEscrow ZeroAmount.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestReleaseEscrow ZeroAmount.go (+11 blok lain)"" (12 verifikasi)",1) Release Escrow — Zero Amount; 2) Release Escrow — Zero Fee Keeps Two Legs; 3) Release Escrow Input — All Fields; 4) Release Escrow Input — Fields; 5) Scan Transaction List Row — Maps Project Title; 6) Session Auth — Empty Service Secret; 7) Session Auth — Invalid Service Auth; 8) Session Auth — No Cookie; 9) Session Auth — Service Auth Does Not Trust UserID Header; 10) Session Auth — Valid Service Auth — No UserID; 11) Session Auth — With Cookie — Auth Service Down; 12) Session Auth — With Cookie — Auth Service Rejects,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-014,Pembayaran & Escrow,Payment service — TestSessionAuth WithCookie AuthServiceReturnsInvalidJSON.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestSessionAuth WithCookie AuthServiceReturnsInvalidJSON.go (+11 blok lain)"" (12 verifikasi)",1) Session Auth — With Cookie — Auth Service Returns InvalidJSON; 2) Session Auth — With Cookie — Auth Service Returns Null User; 3) Session Auth — With Cookie — Valid Session; 4) Snap Token Result — Empty Fields; 5) Snap Token Result — Structure; 6) Supersedes — Refuses To Walk Back From Terminal; 7) Transaction — Project TitleJSON; 8) Transaction Detail — Structure; 9) Transaction Detail — With Data; 10) Transaction Status Constants; 11) Transaction Type Constants; 12) Truncate — Max One,12,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-015,Pembayaran & Escrow,Payment service — TestTruncate Unicode.go (+9 blok lain),"1. Jalankan `make test-go`  2. Buka apps/payment-service  3. Eksekusi blok ""TestTruncate Unicode.go (+9 blok lain)"" (10 verifikasi)",1) Truncate — Unicode; 2) Truncate; 3) Unmarshal Metadata — ArrayJSON; 4) Unmarshal Metadata — NestedJSON; 5) Unmarshal Metadata; 6) Verify Project Owner — Forbidden; 7) Verify Project Owner — Not Found; 8) Verify Project Owner — Store Error; 9) Verify Project Owner — Success; 10) Webhook Still Funds Escrow,10,TDD,Unit Layanan,Go,apps/payment-service,test-go,Pass
TC-PE-016,Pembayaran & Escrow,TestFeatures.go,"1. make test-go  2. Service: apps/payment-service  3. Kasus: ""TestFeatures""",Features,1,BDD,Skenario (BDD),Go,apps/payment-service,test-go,Pass
TC-PE-017,Pembayaran & Escrow,Escrow can only be funded by a settled payment,"1. Given an owner with project ""proj-1""  2. When they try to create an escrow of 10000000 directly",the request should be rejected,1,BDD,Skenario (BDD),Go,apps/payment-service/features/escrow.feature,test-go,Pass
TC-PE-018,Pembayaran & Escrow,Midtrans webhook processes settlement,1. Given a pending transaction  2. When Midtrans sends settlement status,transaction should be completed,1,BDD,Skenario (BDD),Go,apps/payment-service/features/escrow.feature,test-go,Pass
TC-PE-019,Pembayaran & Escrow,Refund cannot exceed the escrow funded for the project,1. Given a transaction of 10000000  2. And 8000000 has already been refunded  3. When a refund of 5000000 is requested,"it should fail with ""total refund exceeds escrow funded""",1,BDD,Skenario (BDD),Go,apps/payment-service/features/escrow.feature,test-go,Pass
TC-PE-020,Pembayaran & Escrow,Refund validates amount,1. Given a refund request with amount 0  2. When the refund is processed,it should fail with validation error,1,BDD,Skenario (BDD),Go,apps/payment-service/features/escrow.feature,test-go,Pass
TC-PE-021,Pembayaran & Escrow,Release escrow to talent,"1. Given an escrow of 10000000 for project ""proj-1""  2. When the escrow is released with amount 8000000  3. And the escrow balance should decrease",the talent should receive 8000000,1,BDD,Skenario (BDD),Go,apps/payment-service/features/escrow.feature,test-go,Pass
TC-PE-022,Pembayaran & Escrow,Release escrow validates amount,1. Given a release request with amount 0  2. When the release is processed,it should fail with validation error,1,BDD,Skenario (BDD),Go,apps/payment-service/features/escrow.feature,test-go,Pass
