ID,Modul,Nama Kasus Uji,Tujuan Pengujian,Langkah-Langkah,Hasil yang Diharapkan,Jumlah Verifikasi,Jenis Pengujian,Level,Teknologi,File Sumber,Referensi Test,Job CI,Status
TC-PE-018,Pembayaran & Escrow,Midtrans webhook processes settlement,"Skenario pendanaan, pencairan, dan refund escrow",1. Given a pending transaction  2. When Midtrans sends settlement status,Escrow hanya bertambah lewat pembayaran yang settled. Pencairan dan refund tidak melebihi saldo yang ada.,1,BDD (skenario),Skenario,Go,apps/payment-service/features/escrow.feature,transaction should be completed,test-go,Lulus
TC-PE-019,Pembayaran & Escrow,Refund cannot exceed the escrow funded for the project,"Skenario pendanaan, pencairan, dan refund escrow",1. Given a transaction of 10000000  2. And 8000000 has already been refunded  3. When a refund of 5000000 is requested,Escrow hanya bertambah lewat pembayaran yang settled. Pencairan dan refund tidak melebihi saldo yang ada.,1,BDD (skenario),Skenario,Go,apps/payment-service/features/escrow.feature,"it should fail with ""total refund exceeds escrow funded""",test-go,Lulus
TC-PE-020,Pembayaran & Escrow,Refund validates amount,"Skenario pendanaan, pencairan, dan refund escrow",1. Given a refund request with amount 0  2. When the refund is processed,Escrow hanya bertambah lewat pembayaran yang settled. Pencairan dan refund tidak melebihi saldo yang ada.,1,BDD (skenario),Skenario,Go,apps/payment-service/features/escrow.feature,it should fail with validation error,test-go,Lulus
TC-PE-021,Pembayaran & Escrow,Release escrow to talent,"Skenario pendanaan, pencairan, dan refund escrow","1. Given an escrow of 10000000 for project ""proj-1""  2. When the escrow is released with amount 8000000  3. And the escrow balance should decrease",Escrow hanya bertambah lewat pembayaran yang settled. Pencairan dan refund tidak melebihi saldo yang ada.,1,BDD (skenario),Skenario,Go,apps/payment-service/features/escrow.feature,the talent should receive 8000000,test-go,Lulus
TC-PE-022,Pembayaran & Escrow,Release escrow validates amount,"Skenario pendanaan, pencairan, dan refund escrow",1. Given a release request with amount 0  2. When the release is processed,Escrow hanya bertambah lewat pembayaran yang settled. Pencairan dan refund tidak melebihi saldo yang ada.,1,BDD (skenario),Skenario,Go,apps/payment-service/features/escrow.feature,it should fail with validation error,test-go,Lulus
TC-PE-023,Pembayaran & Escrow,Dispute refund,"Besaran refund saat sengketa diputus, dihitung dari saldo escrow tersisa","1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/dispute-refund.test.ts. 3. Jalankan blok ""Dispute refund"".","Refund dihitung dari saldo escrow yang tersisa, bukan dari setoran awal. Split dibulatkan ke bawah, dan saldo nol berarti tidak ada refund.",7,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/dispute-refund.test.ts,1) Halves it on a split; 2) Never exceeds what is still in escrow; 3) Refuses to refund against a negative balance; 4) Returns the whole held balance to the owner; 5) Rounds a split down; 6) Sends nothing back when the talent keeps the funds; 7) Sends nothing when the escrow is already empty,test-unit,Lulus
TC-PE-024,Pembayaran & Escrow,Escrow refund,Refund escrow tidak melebihi dana yang benar-benar masuk,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/escrow-refund.test.ts. 3. Jalankan blok ""Escrow refund"".",Total refund satu proyek tidak melebihi total dana yang benar benar masuk.,4,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/escrow-refund.test.ts,"1) Does nothing when no escrow is held; 2) Refunds the remaining balance, not the original deposit; 3) Skips quietly when a balance exists but no deposit rows do; 4) Spreads the balance across deposits, capped per deposit",test-unit,Lulus
TC-PE-025,Pembayaran & Escrow,Payment client,Pemanggilan payment-service dari project-service,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/payment-client.test.ts. 3. Jalankan blok ""Payment client"".",Panggilan ke payment-service memakai header service auth dan menangani balasan gagal tanpa menggantung.,5,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/payment-client.test.ts,1) Forwards the fee so the release books a platform revenue leg; 2) Keys idempotency on the milestone so a retry or auto-release cannot double pay; 3) Posts to the payment release route with service auth; 4) Sends a zero fee rather than omitting it when the platform takes nothing; 5) Throws when the payment service rejects the release,test-unit,Lulus
TC-PE-026,Pembayaran & Escrow,Invoice.repository,Penyimpanan dan pembacaan invoice,"1. Jalankan bun run test. 2. Buka apps/project-service/src/repositories/invoice.repository.test.ts. 3. Jalankan blok ""Invoice.repository"".",Invoice tersimpan dengan nomor urut per proyek dan bisa dibaca kembali per milestone.,5,TDD (unit),Integrasi database,TypeScript,apps/project-service/src/repositories/invoice.repository.test.ts,"1) Advances once per milestone invoiced, not once per copy written; 2) Counts distinct milestones rather than rows; 3) Opens a project at 0001; 4) Pads the sequence to four digits; 5) Reuses the number a sibling copy already holds",test-unit,Lulus
TC-PE-027,Pembayaran & Escrow,Invoice audience access,Salinan invoice ditentukan dari siapa yang meminta,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/invoice-audience-access.test.ts. 3. Jalankan blok ""Invoice audience access"".","Salinan invoice ditentukan dari siapa yang meminta, bukan dari URL. Owner melihat gross, talenta melihat payout.",5,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/invoice-audience-access.test.ts,"1) Derives the audience from the caller, never from the filename; 2) Gives each relationship its own copy; 3) Counts assignments the talent worked, not ones they declined; 4) Hands back the authenticated route, not the private object URL; 5) Separates having no invoices from having no standing",test-unit,Lulus
TC-PE-028,Pembayaran & Escrow,Invoice audience rule,Aturan audience invoice konsisten di kedua resolver,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/invoice-audience-rule.test.ts. 3. Jalankan blok ""Invoice audience rule"".",Kedua resolver audience memakai aturan yang sama: talenta berhak jika ditunjuk pada milestone atau memegang assignment work package terkait.,6,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/invoice-audience-rule.test.ts,1) Answers admin before either; 2) Answers owner before it considers any talent path; 3) Counts the same assignment statuses as live in both resolvers; 4) Falls back to the work package in both; 5) Reads the named assignee in both; 6) Refuses a caller who matches nothing,test-unit,Lulus
TC-PE-029,Pembayaran & Escrow,Dispute.service — Resolving a dispute / A dispute raised over one work package,"Alur resolusi sengketa, dana dikembalikan sebelum status ditutup","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/dispute.service.test.ts. 3. Jalankan blok ""Dispute.service — Resolving a dispute / A dispute raised over one work package"".","Dana dikembalikan sebelum sengketa ditandai selesai, sehingga refund gagal berarti sengketa tetap terbuka. Refund dikunci pada satu dispute agar percobaan ulang tidak membayar dua kali.",9,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/dispute.service.test.ts,1) Does nothing when there was never an escrow deposit; 2) Keys the refund to the dispute so a retry replays; 3) Leaves the dispute open when the refund fails; 4) Refunds only what is still in escrow; 5) Refunds the owner and then marks it resolved; 6) Skips the payment call entirely when nothing is left to refund; 7) Moves no money when the talent keeps the funds; 8) Scopes a project-level dispute to the unscoped deposits; 9) Scopes the deposit lookup to that package,test-unit,Lulus
TC-PE-030,Pembayaran & Escrow,Invoice.service,Pembuatan invoice per milestone,"1. Jalankan bun run test. 2. Buka apps/project-service/src/services/invoice.service.test.ts. 3. Jalankan blok ""Invoice.service"".",Invoice dibuat per milestone dengan nominal sesuai pembagian fee.,8,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/invoice.service.test.ts,"1) Falls back to the milestone amount before escrow release; 2) Invoices the full gross to the talent when no fee applies; 3) Is idempotent: an existing invoice returns without renumbering; 4) Numbers every audience copy of a milestone alike; 5) Records the audience it rendered for; 6) Records the invoice it generated; 7) Refuses a milestone with no invoice data; 8) Splits the released gross into talent net plus fee, total equals gross",test-unit,Lulus
TC-PE-031,Pembayaran & Escrow,Payment settlement.service,"Penyelesaian pembayaran per jenis order, tahan terhadap notifikasi berulang","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/payment-settlement.service.test.ts. 3. Jalankan blok ""Payment settlement.service"".","Pembayaran BRD, PRD, escrow, dan revisi diproses sesuai prefix order. Notifikasi yang diulang Midtrans tidak menghasilkan credit revisi kedua.",10,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/payment-settlement.service.test.ts,1) Does nothing the second time the same BRD payment arrives; 2) Marks an unpaid BRD as paid; 3) Refuses a payment for a document that does not exist; 4) Settles the transaction and moves the project to matching; 5) Still reports success when the project cannot transition; 6) Does not mint a second credit when the notification is retried; 7) Ignores a revision order aimed at another project; 8) Mints one credit against the transaction that paid for it; 9) Reports the prefix rather than acting on a guess; 10) Treats a revision order with an unreadable uuid as unrecognised,test-unit,Lulus
TC-PE-032,Pembayaran & Escrow,InvoiceTemplate,Isi PDF invoice sesuai audience,"1. Jalankan bun run test. 2. Buka apps/project-service/src/templates/InvoiceTemplate.test.ts. 3. Jalankan blok ""InvoiceTemplate"".",PDF invoice hanya memuat angka yang boleh dilihat penerimanya.,11,TDD (unit),Unit,TypeScript,apps/project-service/src/templates/InvoiceTemplate.test.ts,1) Breaks the fee out on the admin copy alone; 2) Names both parties on the admin copy; 3) Names both parties on the owner copy; 4) Names both parties on the talent copy; 5) Renders the admin copy as a valid PDF; 6) Renders the owner copy as a valid PDF; 7) Renders the talent copy as a valid PDF; 8) Shows the owner the gross it funded and never the talent net; 9) Shows the talent its payout and never the gross; 10) Truncates a long milestone description instead of overflowing the page; 11) Has no .ts file shadowed by a .tsx sibling,test-unit,Lulus
TC-PE-033,Pembayaran & Escrow,Midtrans,Signature dan payload webhook Midtrans,"1. Jalankan bun run test. 2. Buka apps/web/src/lib/midtrans.test.ts. 3. Jalankan blok ""Midtrans"".","Signature webhook diverifikasi, dan payload dengan tanda tangan salah ditolak.",7,TDD (unit),Unit,TypeScript,apps/web/src/lib/midtrans.test.ts,"1) Does not hardcode a snap host; 2) Accepts 0 as off, matching the Go config; 3) Accepts the flag in any case; 4) Points the two hosts at different origins; 5) Uses production when the sandbox flag is off; 6) Uses sandbox for any other value; 7) Uses sandbox when the flag is unset",test-unit,Lulus
TC-PE-034,Pembayaran & Escrow,Payments pov,Tampilan riwayat pembayaran per peran,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/payments-pov.test.ts. 3. Jalankan blok ""Payments pov"".",Riwayat pembayaran menampilkan kolom yang sesuai peran pembacanya.,2,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/payments-pov.test.ts,1) Handles a failed history fetch instead of showing an empty list; 2) Shows earnings to a talent,test-unit,Lulus
TC-PT-001,Pencocokan Talenta,Matching live counts,Perhitungan proyek aktif talenta saat matching,"1. Jalankan bun run test. 2. Buka apps/project-service/src/repositories/matching-live-counts.test.ts. 3. Jalankan blok ""Matching live counts"".",Jumlah proyek aktif talenta dihitung dari assignment yang masih berjalan.,7,TDD (unit),Integrasi database,TypeScript,apps/project-service/src/repositories/matching-live-counts.test.ts,1) Gives an idle talent the top score; 2) Lowers the score as the penalty grows; 3) Never returns above one or below zero; 4) Ranks a busy talent far below an idle one; 5) Weighs an active project above a completed one; 6) Counts assignments rather than reading the stored columns; 7) Still reads rating and penalty from the profile,test-unit,Lulus
TC-PT-002,Pencocokan Talenta,Talent anonymity allowlist,"Kolom talenta yang boleh dilihat sebelum deal, dipakai semua route","1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/talent-anonymity-allowlist.test.ts. 3. Jalankan blok ""Talent anonymity allowlist"".","Semua route yang menyajikan talenta memakai daftar kolom yang sama. Portfolio link, CV, ekspektasi tarif, dan tier internal tidak ikut terkirim.",6,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/talent-anonymity-allowlist.test.ts,1) Never serves the internal tier; 2) Reads the allowlist rather than picking columns; 3) Serves no CV or rate from the talent routes; 4) Serves no contact link from the talent routes; 5) Withholds the CV file and the rate expectation; 6) Withholds the contact links,test-unit,Lulus
TC-PT-003,Pencocokan Talenta,Talent profile exposure — Columns another signed-in user may read,Profil talenta menyembunyikan kontak dan data internal,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/talent-profile-exposure.test.ts. 3. Jalankan blok ""Talent profile exposure — Columns another signed-in user may read"".","Profil publik menampilkan alias, asal kampus, dan latar belakang, tanpa kontak langsung dan data internal.",11,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,"1) Withholds pemerataanPenalty; 2) Does not leave the rate expectation on show; 3) Still shows bio, which is what a client judges on; 4) Still shows domainExpertise, which is what a client judges on; 5) Still shows educationUniversity, which is what a client judges on; 6) Still shows yearsOfExperience, which is what a client judges on; 7) Withholds averageRating; 8) Withholds cvFileUrl; 9) Withholds cvParsedData; 10) Withholds the contact links until there is a deal; 11) Withholds tier",test-unit,Lulus
TC-PT-004,Pencocokan Talenta,Matching.service — BuildEmbeddingScoreFn / ComputePemerataanScore,"Skor rekomendasi, pemerataan, dan eksplorasi epsilon greedy","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/matching.service.test.ts. 3. Jalankan blok ""Matching.service — BuildEmbeddingScoreFn / ComputePemerataanScore"".","Skor menggabungkan skill match, pemerataan, track record, dan rating. Talenta yang sudah dipesan untuk satu work package tidak muncul lagi di work package berikutnya.",10,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/matching.service.test.ts,1) Built fn computes cosine between known keys; 2) Built fn is case-insensitive; 3) Built fn returns 0 for unknown key; 4) Returns a function when map has entries; 5) Returns undefined for empty map; 6) Active projects reduce score; 7) Completed projects reduce score slightly; 8) Heavy load yields low score; 9) New talent gets max score; 10) Penalty reduces score further,test-unit,Lulus
TC-PT-005,Pencocokan Talenta,Matching.service — ComputeRatingScore / ComputeSkillMatch (fuzzy),"Skor rekomendasi, pemerataan, dan eksplorasi epsilon greedy","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/matching.service.test.ts. 3. Jalankan blok ""Matching.service — ComputeRatingScore / ComputeSkillMatch (fuzzy)"".","Skor menggabungkan skill match, pemerataan, track record, dan rating. Talenta yang sudah dipesan untuk satu work package tidak muncul lagi di work package berikutnya.",12,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/matching.service.test.ts,1) Null rating defaults to 0.7; 2) Rating 1 yields 0; 3) Rating 3 yields 0.5; 4) Rating 5 yields 1.0; 5) Embedding default returns 0 (no fallback); 6) Partial match across multiple required skills; 7) Returns 0 for completely different skills (no embedding); 8) Returns 0.5 for empty requirements; 9) Returns 1 for exact match (case insensitive); 10) Returns fuzzy score for ReactJS variant; 11) Returns fuzzy score for similar skills (React.js ~ React); 12) Uses embedding score when JW fails,test-unit,Lulus
TC-PT-006,Pencocokan Talenta,Matching.service — ComputeTrackRecord / CosineSimilarity,"Skor rekomendasi, pemerataan, dan eksplorasi epsilon greedy","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/matching.service.test.ts. 3. Jalankan blok ""Matching.service — ComputeTrackRecord / CosineSimilarity"".","Skor menggabungkan skill match, pemerataan, track record, dan rating. Talenta yang sudah dipesan untuk satu work package tidak muncul lagi di work package berikutnya.",11,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/matching.service.test.ts,1) Defaults missing rates to 0.8; 2) New talent defaults to 0.6; 3) Poor on-time rate lowers score; 4) Uses provided on-time and satisfaction rates; 5) Identical vectors yield 1; 6) Opposite vectors yield -1; 7) Orthogonal vectors yield 0; 8) Returns 0 for empty vectors; 9) Returns 0 for mismatched lengths; 10) Returns 0 for zero vector; 11) Similar vectors yield high score,test-unit,Lulus
TC-PT-007,Pencocokan Talenta,Matching.service — JaroWinkler,"Skor rekomendasi, pemerataan, dan eksplorasi epsilon greedy","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/matching.service.test.ts. 3. Jalankan blok ""Matching.service — JaroWinkler"".","Skor menggabungkan skill match, pemerataan, track record, dan rating. Talenta yang sudah dipesan untuk satu work package tidak muncul lagi di work package berikutnya.",5,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/matching.service.test.ts,1) Returns 0 for empty string; 2) Returns 1 for identical strings; 3) Returns high score for near-identical strings; 4) Returns low score for unrelated strings; 5) Rewards common prefix,test-unit,Lulus
TC-PT-008,Pencocokan Talenta,Matching.service — MatchingService,"Skor rekomendasi, pemerataan, dan eksplorasi epsilon greedy","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/matching.service.test.ts. 3. Jalankan blok ""Matching.service — MatchingService"".","Skor menggabungkan skill match, pemerataan, track record, dan rating. Talenta yang sudah dipesan untuk satu work package tidak muncul lagi di work package berikutnya.",16,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/matching.service.test.ts,1) Applies epsilon-greedy exploration; 2) Auto-wires embedding fn from repo when none injected; 3) Does not boost a busy first-timer with an active project; 4) Fetches historical stats for eligible talents; 5) Fetches skills for eligible talents; 6) Injected embedding fn takes priority over auto-wire; 7) Matches skills with fuzzy similarity (React.js ~ React); 8) New talents get pemerataan bonus; 9) Passes excludeTalentIds to repository; 10) Respects limit parameter; 11) Returns empty when no talents found; 12) Scores talents by skill match; 13) Skips auto-wire when embedding map is empty; 14) Skips auto-wire when repo has no getAllSkillEmbeddings method; 15) Uses embedding fallback when provided; 16) Uses real on-time and satisfaction rates from stats,test-unit,Lulus
TC-PT-009,Pencocokan Talenta,Matching.service — RecommendForPackages (+1 blok lain),"Skor rekomendasi, pemerataan, dan eksplorasi epsilon greedy","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/matching.service.test.ts. 3. Jalankan blok ""Matching.service — RecommendForPackages (+1 blok lain)"".","Skor menggabungkan skill match, pemerataan, track record, dan rating. Talenta yang sudah dipesan untuk satu work package tidak muncul lagi di work package berikutnya.",6,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/matching.service.test.ts,1) Reserves each package's top pick so a talent is not first choice twice; 2) Returns an empty list for no packages; 3) Scores each package against its own skills; 4) Leaves a single-package project doing exactly one read; 5) Queries once regardless of how many packages there are; 6) Still reserves each package top pick for that package alone,test-unit,Lulus
TC-PT-010,Pencocokan Talenta,Acceptance — ATDD: Matching Flow,Kriteria penerimaan alur utama,"1. Jalankan bun run test. 2. Buka apps/project-service/src/tests/acceptance.test.ts. 3. Jalankan blok ""Acceptance — ATDD: Matching Flow"".",Alur utama memenuhi kriteria penerimaan yang disepakati.,4,ATDD (kontrak API),Unit,TypeScript,apps/project-service/src/tests/acceptance.test.ts,"1) Matching weights sum to 1.0 for balanced scoring; 2) New talents get exploration boost in matching; 3) As a talent, my skills are matched against project requirements; 4) Exploration rate allocates 30% of slots for underrepresented talents",test-unit,Lulus
TC-PT-011,Pencocokan Talenta,Matching sla banner,Penanda sisa waktu matching di antarmuka,"1. Jalankan bun run test. 2. Buka apps/web/src/components/project/matching-sla-banner.test.ts. 3. Jalankan blok ""Matching sla banner"".",Sisa waktu matching tampil dan berhenti saat tim sudah lengkap.,12,TDD (unit),Unit UI,TypeScript,apps/web/src/components/project/matching-sla-banner.test.ts,"1) En carries no dead keys; 2) En counts down with a plural form; 3) En defines every sla key; 4) Id carries no dead keys; 5) Id counts down with a plural form; 6) Id defines every sla key; 7) Dates the clock from the status log, not the project row; 8) Renders only while matching is running; 9) Separates the breached case from the countdown; 10) Skips the request outside matching; 11) Matching page renders it; 12) Project detail renders it",test-unit,Lulus
TC-PT-012,Pencocokan Talenta,Preferences and experience,Preferensi dan pengalaman pada form proyek,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/preferences-and-experience.test.ts. 3. Jalankan blok ""Preferences and experience"".",Preferensi dan pengalaman tersimpan sesuai isian dan terbaca kembali di form.,6,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/preferences-and-experience.test.ts,1) Matching renders per-position requiredSkills; 2) Authenticated browse reads preferences.requiredSkills; 3) Public browse reads preferences.requiredSkills; 4) Public detail reads preferences.requiredSkills; 5) Does not strip non-digits off the bucket; 6) Maps each bucket explicitly,test-unit,Lulus
TC-PT-013,Pencocokan Talenta,Constants — MATCHING_WEIGHTS (+5 blok lain),Konstanta bersama,"1. Jalankan bun run test. 2. Buka packages/shared/src/constants.test.ts. 3. Jalankan blok ""Constants — MATCHING_WEIGHTS (+5 blok lain)"".",Konstanta bersama bernilai sesuai yang dipakai service.,10,TDD (unit),Unit,TypeScript,packages/shared/src/constants.test.ts,1) Pemerataan has highest weight; 2) Skill match is 0.3; 3) Rating has lowest weight; 4) Sums to 1.0; 5) Track record is 0.2; 6) Is 30%; 7) Are ordered correctly; 8) Timeline has highest weight; 9) Has benefit of the doubt values; 10) Minor is less than moderate,test-unit,Lulus
TC-PT-014,Pencocokan Talenta,Matching sla — IsMatchingSlaStatus (+3 blok lain),Batas waktu matching,"1. Jalankan bun run test. 2. Buka packages/shared/src/matching-sla.test.ts. 3. Jalankan blok ""Matching sla — IsMatchingSlaStatus (+3 blok lain)"".",Batas waktu matching dihitung dari saat proyek masuk tahap matching.,12,TDD (unit),Unit,TypeScript,packages/shared/src/matching-sla.test.ts,1) Accepts the two matching states; 2) Rejects every other status; 3) Breaches exactly on the deadline; 4) Counts down to the deadline while inside the window; 5) Reports a breach once the deadline passes; 6) Returns null for an unparseable start; 7) Uses the 14 day window for a team; 8) Resolves the window from the newest matching entry; 9) Returns null when the project never reached matching; 10) Gives a single talent 72 hours; 11) Gives a team 14 days; 12) Treats a missing or zero team size as single talent,test-unit,Lulus
TC-PT-015,Pencocokan Talenta,Matching sla — MatchingStartedAt,Batas waktu matching,"1. Jalankan bun run test. 2. Buka packages/shared/src/matching-sla.test.ts. 3. Jalankan blok ""Matching sla — MatchingStartedAt"".",Batas waktu matching dihitung dari saat proyek masuk tahap matching.,6,TDD (unit),Unit,TypeScript,packages/shared/src/matching-sla.test.ts,"1) Accepts Date values; 2) Counts team_forming as a start; 3) Ignores unparseable timestamps rather than ranking them; 4) Picks the most recent entry into matching, not the first; 5) Returns null for an empty log; 6) Returns null when matching never started",test-unit,Lulus
TC-PT2-001,Profil Talenta,Admin service — TestGetTalentDetail NotTalent.go (+10 blok lain),"Query dashboard, manajemen user, dan audit log","1. Jalankan make test-go. 2. Buka apps/admin-service. 3. Jalankan blok ""Admin service — TestGetTalentDetail NotTalent.go (+10 blok lain)"".","Query dashboard, manajemen user, dan audit log berjalan dengan paginasi dan otorisasi admin.",11,TDD (unit),Unit service,Go,apps/admin-service,1) Get Talent Detail — Not Talent; 2) Get Talent Detail — Store Error; 3) Get Talent Detail — Success; 4) Get Talent Detail — User Not Found; 5) Get Dispute — Not Found; 6) Get Dispute — Store Error; 7) Get Dispute — Success; 8) List Disputes — Pagination Clamping; 9) List Disputes — Status Filter; 10) List Disputes — Store Error; 11) List Disputes — Success,test-go,Lulus
TC-PT2-002,Profil Talenta,Test bdd cv.py,Skenario unggah dan parsing CV,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_bdd_cv.py. 3. Jalankan blok ""Test bdd cv.py"".",Skenario unggah sampai hasil parsing berjalan utuh.,3,TDD (unit),Unit,Python,apps/ai-service/tests/test_bdd_cv.py,1) Completeness with details; 2) Empty cv; 3) Parse text cv,test-python,Lulus
TC-PT2-003,Profil Talenta,Test cv download.py,Pengunduhan file CV dari storage,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_cv_download.py. 3. Jalankan blok ""Test cv download.py"".",File CV terunduh dari storage dengan batas ukuran.,7,TDD (unit),Unit,Python,apps/ai-service/tests/test_cv_download.py,1) A hung storage does not hold the request; 2) A missing cv is asked for once; 3) A server blip is tried again; 4) A transport failure is tried again then reported; 5) It does not wait after the last attempt; 6) One client serves every attempt; 7) The budget matches the documented upload target,test-python,Lulus
TC-PT2-004,Profil Talenta,Test cv parser.py — TestAhoCorasick / TestAhoCorasickSelfLoop / TestBuildSkillMatcher,Ekstraksi data terstruktur dari teks CV,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_cv_parser.py. 3. Jalankan blok ""Test cv parser.py — TestAhoCorasick / TestAhoCorasickSelfLoop / TestBuildSkillMatcher"".","Pendidikan, pengalaman, dan skill terekstraksi dari teks CV. Teks kosong tidak menghasilkan data karangan.",12,TDD (unit),Unit,Python,apps/ai-service/tests/test_cv_parser.py,1) Case insensitive; 2) Empty search; 3) Multiple patterns; 4) No match; 5) Overlapping patterns; 6) Pattern at boundaries; 7) Single pattern; 8) Pattern creating self loop; 9) Finds aliases; 10) Finds canonical skills; 11) Finds golang alias; 12) Returns aho corasick,test-python,Lulus
TC-PT2-005,Profil Talenta,Test cv parser.py — TestExtractEmails / TestExtractNameHeuristic,Ekstraksi data terstruktur dari teks CV,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_cv_parser.py. 3. Jalankan blok ""Test cv parser.py — TestExtractEmails / TestExtractNameHeuristic"".","Pendidikan, pengalaman, dan skill terekstraksi dari teks CV. Teks kosong tidak menghasilkan data karangan.",12,TDD (unit),Unit,Python,apps/ai-service/tests/test_cv_parser.py,1) Email with dots; 2) Email with plus; 3) Multiple emails; 4) No email; 5) Single email; 6) Empty text; 7) Name from first line; 8) Skips email line; 9) Skips numeric line; 10) Skips url line; 11) Skips very long line; 12) Skips very short line,test-python,Lulus
TC-PT2-006,Profil Talenta,Test cv parser.py — TestExtractSkillsFromText,Ekstraksi data terstruktur dari teks CV,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_cv_parser.py. 3. Jalankan blok ""Test cv parser.py — TestExtractSkillsFromText"".","Pendidikan, pengalaman, dan skill terekstraksi dari teks CV. Teks kosong tidak menghasilkan data karangan.",8,TDD (unit),Unit,Python,apps/ai-service/tests/test_cv_parser.py,1) Alias match; 2) Deduplication; 3) Empty text; 4) Exact match; 5) Fuzzy match levenshtein; 6) Multiple skill categories; 7) No skills found; 8) Returns sorted,test-python,Lulus
TC-PT2-007,Profil Talenta,Test cv parser.py — TestExtractText / TestExtractTextSuccessPaths,Ekstraksi data terstruktur dari teks CV,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_cv_parser.py. 3. Jalankan blok ""Test cv parser.py — TestExtractText / TestExtractTextSuccessPaths"".","Pendidikan, pengalaman, dan skill terekstraksi dari teks CV. Teks kosong tidak menghasilkan data karangan.",10,TDD (unit),Unit,Python,apps/ai-service/tests/test_cv_parser.py,1) Doc type treated as docx; 2) Docx invalid bytes fallback; 3) Empty bytes; 4) Pdf invalid bytes fallback; 5) Plain text fallback; 6) Pptx invalid bytes fallback; 7) Unknown type decodes as utf8; 8) Docx success path; 9) Pdf success path; 10) Pptx success path,test-python,Lulus
TC-PT2-008,Profil Talenta,Test cv parser.py — TestExtractUrls,Ekstraksi data terstruktur dari teks CV,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_cv_parser.py. 3. Jalankan blok ""Test cv parser.py — TestExtractUrls"".","Pendidikan, pengalaman, dan skill terekstraksi dari teks CV. Teks kosong tidak menghasilkan data karangan.",7,TDD (unit),Unit,Python,apps/ai-service/tests/test_cv_parser.py,1) Behance url; 2) Github url; 3) Gitlab url; 4) Linkedin url; 5) Multiple portfolio urls; 6) No urls; 7) Non portfolio url excluded,test-python,Lulus
TC-PT2-009,Profil Talenta,Test cv parser.py — TestLevenshteinDistance,Ekstraksi data terstruktur dari teks CV,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_cv_parser.py. 3. Jalankan blok ""Test cv parser.py — TestLevenshteinDistance"".","Pendidikan, pengalaman, dan skill terekstraksi dari teks CV. Teks kosong tidak menghasilkan data karangan.",9,TDD (unit),Unit,Python,apps/ai-service/tests/test_cv_parser.py,1) Case sensitive; 2) Completely different; 3) Empty strings; 4) Identical strings; 5) One empty; 6) Single deletion; 7) Single insertion; 8) Single substitution; 9) Symmetric,test-python,Lulus
